,jobTitle,description,company
44,Web Developer,"Responsibilities:  * Implementation of concepts using PHP / Java / HTML / CSS / JavaScript * Architect, develop, test and deploy dynamic web-based solutions ",HTZ Resources Singapore (EA:14C7241)
45,Software Developer (PEGA),Job Scope:  * Capability to learn and switch to upcoming versions of Pega * Pega integration with other tools * Basic SQL scripts writing. * Developing,Standard Chartered Bank
46,Developer QA,Job Function: Technology & Operations Regular/Temporary: Permanent Full/Part Time: Full time The Retail Digital Channels team requires an Agile,KENETICS INNOVATIONS PTE LTD
47,Web Developer,"Job Responsibilities Design, develop and maintain web-based business process and database applications Write and maintain functional and technical",Unicom Interactive Pte Ltd
48,Junior HTML developer / programmer,"Primary * Relevant HTML / HTML5 knowledge * CSS / CSS3 knowledge * Minimal photoshop skill, or any resizing/cropping tools * Has a bit of background on how",Paktor
49,Web Developer,We're looking for an experienced Web Developer to contribute to the continual improvement of the Paktor experience for our users....,M-Daq
50,Project Manager / Scrum Master / Release Manager,Key Requirements: * Act as Scrum master for 1-2 scrum teams with a focus on guiding the teams towards improving the way they work. * Facilitate sprint planning,Sinonet Technology Singapore
51,Unity Game Developer,• Friendly working environment. • Interesting Project with Good teammates. • Good company profits. JOB DESCRIPTION * A demonstrated expertise in,Standard Chartered Bank
52,Senior Integration Developer,"Senior Integration Developer to work on FM EDMi, using webMethods. Technology & Operations....",1LIVEWELL PTE. LTD.
53,Web Developer / Programmer,"Requirements: Minimum Diploma in Computer Science, Information Technology or relevant qualification. Must be proficient in Wordpress, PHP, MySQL, HTML, CSS,",Berkley Recruitment Group
54,Software Engineer (.Net),Our client a service provider within the health care industry is now in need of a Software Developer. Software Engineer (.Net)....,
0,Front-End Web Developer,> An experienced HTML developer with strong CSS and JavaScript skills. That is why we are seeking a talented *Front End Web Developer*....,GoDigital Singapore
1,WEB PROGRAMMER,"A web programmer plans, creates and codes on the back-end development of a website, among other things, using both non-technical and technical skills to fit",Emboss Creative & Design Pte Ltd
2,Software Programmer,"• Minimum 4 years of professional experience with an emphasis on full life-cycle systems development including systems design, development, and maintenance",INFO-TECH SYSTEMS INTEGRATORS PTE LTD
3,Senior Web Developer (Front-End),Fixx Digital is a forward-thinking Digital Agency. We focus intensely on craft and effect change through better Design. Our team actively helps today's,FIXX Singapore
4,Senior Website Developer,"Responsibilities * Design, develop and maintain a scalable web solution (with databases) for company’s portal and future mobile web pages * Write and",Clutched
5,Developer,Job Function: Technology & Operations Regular/Temporary: Permanent Full/Part Time: Full time The Retail Digital Channels team requires an Agile,Standard Chartered Bank
6,Senior Software Developer,"Job Description: Design, develop, maintain and enhance in-house developed software Build reusable software components Review and maintain legacy code",ST Synthesis Pte Ltd
7,Junior / Senior Software Developer,"Design,develop application using .Net Familiar with full Software Development Life Cycle Support in house LAN and MS Exchange Server Job Requirements:",Intellect Minds Pte Ltd
8,Senior Application Developer,"Intellect Minds is a Singapore-based company since 2008, specializing in talent acquisition, application development, and training.We serve BIG MNCs and well",Intellect Minds Pte Ltd
9,Senior Developer,"Intellect Minds is a Singapore-based company since 2008, specializing in talent acquisition, application development, andtraining.We serve BIG MNCs and well",APACTix
10,Web Developer,Job Functions Design and maintenance of CMS-based web site enhancing company’s ability to sell tickets online for the SportsHub Design and maintenance of,Citi
11,Applications Developer Senior Programmer Analyst,"A hands-on developer who is involved in design and development of robust, scalable world class platform. An exciting opportunity to lead a global team to design...",Mobiloitte Pte. Ltd.
12,Senior developer ios,We are hiringexperienced iOS application engineerpassionate for changing technologies and creating iPhone specific mobile applications. Job Type: Full-time,Singapore Press Holdings
13,Web Developer,The Straits Times Digital Desk is looking for a front-end web developer to join its special projects and interactive team....,Creative Panther Pte Ltd
14,Web developer,"We are looking for a PHP developer experience in Yii frame work, dedicated to his craft, writes code that is proud of and can hit the ground running....",MSD
15,Senior Web Application Developer Job,Senior Web Application Developer. Senior Web Application Developer-SER000718....,Talent-Merge Pte Ltd
16,Web Developer,"Job Description:  You will be responsible for building C# web applications, including anything from backend services to their frontend counterparts. Your",A-IT SOFTWARE SERVICES PTE LTD
17,Senior IT Developer (J2EE development & deployment),* Singaporeans only. * Architectural design and implementation of end to end Enterprise Technical solutions with J2EE technologies * Hands-on Java code,Pulp Kreatives Pte Ltd
18,Web Developer,"Responsibilities:  * Conceptualize & create content, web applications, etc. * Handle & assist in projects or tasks to develop proof of concepts, publicity",Xtremax
19,Web Developer,This is a good position for someone with programming experience and a real passion for technology. You will be tasked with assisting with new web-based,Trakomatic Pte Ltd
20,Web Developer,At least 3 years of experience as a web developer. We are looking for a Web developer who will be responsible for the development and maintenance of a web...,Ubisoft
21,Web Developer,Are you an experienced backend developer? 5+ years professional experience as a backend developer. This position will be an individual contributor and the only...,Pulp Kreatives Co Pte Ltd
22,Web Developer,"Responsibilities:  * Conceptualize & create content, web applications, etc. * Handle & assist in projects or tasks to develop proof of concepts, publicity",Eyeball Networks Inc
23,Web Developer,"We’re seeking an outstanding Web Developer who demonstrates:. Reporting to our Product Development Manager, Eyeball’s Web Developer is responsible for the...",Brandsfever Pte. Ltd.
24,Web Developer,"A desire to improve yourself as a developer. To apply, send your resume and cover letter to careers [at] brandsfever [dot] com with the subject ""Web Developer""....",Intellect Minds Pte Ltd
25,Sitecore Senior Developer,"1)Degree/Diploma in Information Technology or equivalent or Minimum of 3-5 years of technical consulting experience or as an developer, with a minimum of 3...",Sciente International
